,name,Unmodified,Unmodified+Adenine,Modified (Primitive purine biosynthesis)
C10945,Caffeic aldehyde,,29,41
C17328,UDP-4-keto-rhamnose,,29,41
C15978,2-Methyl-1-hydroxybutyl-ThPP,,29,41
C02354,"2',3'-Cyclic CMP",,29,41
C20563,Brevianamide F,,29,41
C02787,2-Methylpropanamine,,29,41
C00513,CDP-glycerol,,29,41
C06199,Hordenine,,29,41
C16701,Norbelladine,,29,41
C00331,Indolepyruvate,,29,41
C22276,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-idosamine",,29,41
C19794,CDP-1L-myo-inositol,,29,41
C06041,Glycerophosphoglycoglycerolipid,,29,41
C22262,"UDP-2-acetamido-2,6-dideoxy-alpha-D-glucose",,29,41
C22142,Cyclo(L-Trp-L-Phe),,29,41
C06365,alpha-Kojibiosyldiacylglycerol,,29,41
Z00046,THF (H4F),,29,41
C01053,(R)-4-Dehydropantoate,,29,41
C00941,"3',5'-Cyclic CMP",,29,41
C00501,CDP-glucose,,29,41
C01217,"5,6,7,8-Tetrahydromethanopterin",,29,41
C20769,"UDP-2-acetamido-2,6-dideoxy-beta-L-lyxo-4-hexulose",,29,41
C00440,5-Methyltetrahydrofolate,,29,41
C21283,3-Indoleacrylate,,29,41
C00143,"5,10-Methylenetetrahydrofolate",,29,41
C03486,CDP-N-methylethanolamine,,29,41
C21070,(4-{4-[2-(gamma-L-Glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine,,29,41
C01212,UDP-N-acetylmuramoyl-L-alanine,,29,41
C22299,3PG-factor 420-0,,29,41
C19837,Indole-3-carboxylate,,29,41
C06016,Pentosan,,29,41
C04101,"1-O,6-O-Digalloyl-beta-D-glucose",,29,41
C05673,CMP-2-aminoethylphosphonate,,29,41
C12107,3-Amino-5-hydroxybenzoate,,29,41
Z00011,F420,,30,42
C22006,(R)-(Indol-3-yl)lactate,,30,42
C00927,Isonocardicin A,,30,42
Z00024,H4MPT,,30,42
C22053,UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate,,30,42
C00692,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,,30,42
C05334,Isosakuranetin,,30,42
C16154,UDP-L-Ara4FN,,30,42
C21289,(R)-3-(Indol-3-yl)-2-oxobutyrate,,30,42
C22164,Dehydrohistidyltryptophyldiketopiperazine,,30,42
C01823,Kanamycin C,,30,42
C22259,"UDP-2-acetamido-2,6-dideoxy-beta-L-mannose",,30,42
C05928,(6R)-10-Formyltetrahydropteroyldiglutamate,,30,42
C00761,Coniferin,,30,42
C20359,"UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate",,30,42
C17351,Nocardicin C,,30,42
C20774,UDP-N-acetyl-beta-L-fucosamine,,30,42
C22143,N-Methyl-cyclo(L-Trp-L-Phe),,30,42
C00439,N-Formimino-L-glutamate,,30,42
C10833,Syringic acid,,30,42
C18802,Tetrahydrosarcinapterin,,30,42
C20614,Kanamycin X,,30,42
C22247,"UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-glucose",,30,42
C00460,dUTP,,30,42
C01219,CDP-4-dehydro-6-deoxy-D-glucose,,30,42
C05644,3-Methylindolepyruvate,,30,42
C20455,(-)-Pinoresinol,,30,42
C12124,Apiforol,,30,42
C21092,D-allo-Isoleucine,,30,42
C00364,dTMP,,30,42
C21621,Methanofuran,,30,42
C01132,N-Acetyl-D-galactosamine,,30,42
C04377,"5,10-Methylenetetrahydromethanopterin",,30,42
C20941,L-Anticapsin,,30,42
C22245,UDP-2-acetamido-2-deoxy-alpha-D-galacturonamide,,30,42
C11436,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,,30,42
C05675,Diacylglyceryl-2-aminoethylphosphonate,,30,42
C16702,4'-O-Methylnorbelladine,,30,42
C06561,Naringenin chalcone,,30,42
C00705,dCDP,,30,42
C21257,4'-Oxolividamine,,30,42
C19702,1-O-(2-Amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol,,30,42
C05366,(+)-Pinoresinol,,30,42
C03997,5-Hydroxymethyldeoxycytidylate,,30,42
C00864,Pantothenate,,30,42
C00637,Indole-3-acetaldehyde,,30,42
C16492,8-C-Glucosylnaringenin,,30,42
C20963,Dapdiamide B,,30,42
C09209,Harman,,30,42
C17701,Gentamicin A2,,30,42
C06213,N-Methyltryptamine,,30,42
C09833,Sakuranetin,,30,42
C20897,Glycerophosphoglycoglycerolipid,,30,42
C00862,Methanofuran,,30,42
C06672,Vanillate,,30,42
C19153,Coenzyme F420-0,,30,42
C21260,5''-Phosphoribosylparomamine,,30,42
C02115,2-Methylserine,,30,42
C01709,Hesperetin,,30,42
C20898,Lipoteichoic acid,,30,42
C22031,Cytidine 5'-diphosphoramidate,,30,42
C18911,(R)-4-Phosphopantoate,,30,42
C03495,Deoxy-5-methylcytidylate,,30,42
C12206,Caffeyl alcohol,,30,42
C03680,4-Imidazolone-5-propanoate,,31,43
C05676,Diacylglyceryl-N-trimethyl-2-aminoethylphosphonate,,31,43
C16422,Hesperetin 7-O-glucoside,,31,43
C04877,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate",,31,43
C06042,Lipoteichoic acid,,31,43
C04297,"CDP-4-dehydro-3,6-dideoxy-D-glucose",,31,43
C20942,Bacilysin,,31,43
C00363,dTDP,,31,43
C04187,5-Methyldeoxycytidine diphosphate,,31,43
C19152,Coenzyme F420-1,,31,43
C04330,"5,10-Methenyltetrahydromethanopterin",,31,43
C21265,3''-Oxogentamicin A2,,31,43
C00755,4-Hydroxy-3-methoxy-benzaldehyde,,31,43
C01460,Vitexin,,31,43
C00955,Indole-3-ethanol,,31,43
C16407,"2',4,4',6'-Tetrahydroxychalcone 4'-O-glucoside",,31,43
C11038,2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate,,31,43
C21255,Lividamine,,31,43
C01045,N-Formyl-L-glutamate,,31,43
C03492,D-4'-Phosphopantothenate,,31,43
C05929,10-Formyltetrahydrofolylpolyglutamate,,31,43
C21633,Noroxopluviine,,31,43
C21288,"(2S,3R)-2-Hydroxy-3-(indol-3-yl)butanoate",,31,43
C22248,"UDP-2-acetamido-4-(D-alanylamino)-2,4,6-trideoxy-alpha-D-mannopyranose",,31,43
C16406,Phlorizin chalcone,,31,43
C18002,5-Ribosylparomamine,,31,43
C19720,N6-(UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl)-D-lysine,,31,43
C00954,Indole-3-acetate,,31,43
C22032,Cytidine 3'-phospho-5'-diphosphoramidate,,31,43
C22144,(-)-Ditryptophenaline,,31,43
C18338,5-Carboxyvanillic acid,,31,43
C00458,dCTP,,31,43
C22270,"UDP-2,6-dideoxy-2-acetamidino-beta-L-galactose",,31,43
C22260,"UDP-2-acetamido-2,6-dideoxy-beta-L-glucose",,31,43
C05892,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine,,31,43
C19155,(2S)-Lactyl-2-diphospho-5'-guanosine,,31,43
C19703,1-O-[2-(L-Cysteinamido)-2-deoxy-alpha-D-glucopyranosyl]-1D-myo-inositol,,31,43
Z00028,Methanofuran,,31,43
C00214,Thymidine,,31,43
C02937,Indole-3-acetaldehyde oxime,,31,43
C01941,Nocardicin A,,31,43
C09806,Neohesperidin,,32,44
C00178,Thymine,,32,44
C00785,Urocanate,,32,44
C16666,Vanillylamine,,32,44
C01788,CDP-abequose,,32,44
C00459,dTTP,,32,44
C02938,3-Indoleacetonitrile,,32,44
C04211,N(6)-[(Indol-3-yl)acetyl]-L-lysine,,32,44
C22249,"2-Acetamido-4-(D-alanylamino)-2,4,6-trideoxy-D-mannopyranose",,32,44
C20925,"L-Alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate",,32,44
C02693,(Indol-3-yl)acetamide,,32,44
C21266,3''-Amino-3''-deoxygentamicin A2,,32,44
C22224,(Indol-3-yl)acetyl-L-aspartate,,32,44
C04882,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine,,32,44
C04197,Indole-3-acetyl-beta-1-D-glucoside,,32,44
C03598,"CDP-3,6-dideoxy-D-glucose",,32,44
C19156,(2S)-2-Phospholactate,,32,44
C11039,2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate,,32,44
C05572,4-Oxoglutaramate,,32,44
C16674,Formylisoglutamine,,32,44
C04024,Vitexin 2''-O-beta-D-glucoside,,32,44
C21261,2'''-N-Acetyl-6'''-deamino-6'''-hydroxyparomomycin II,,32,44
C08521,Caranine,,32,44
C20635,Methyl (indol-3-yl)acetate,,32,44
C04702,UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala),,32,44
C17326,"CDP-4-dehydro-3,6-dideoxy-D-glucose epimer",,32,44
C12628,Vitexin 2''-O-beta-L-rhamnoside,,32,44
C04352,(R)-4'-Phosphopantothenoyl-L-cysteine,,32,44
C00876,Coenzyme F420,,32,44
C03479,Folinic acid,,32,44
C02097,dTDP-galactose,,33,45
C17327,CDP-ascarylose,,33,45
C21028,"(R)-5,6-Dihydrothymine",,33,45
C04079,N-((R)-Pantothenoyl)-L-cysteine,,33,45
C03868,Indole-3-acetyl-myo-inositol,,33,45
C00842,dTDP-glucose,,33,45
C01080,Reduced coenzyme F420,,33,45
C21262,6'''-Deamino-6'''-hydroxyparomomycin II,,33,45
C12629,Isoswertisin 2''-rhamnoside,,33,45
C19151,Coenzyme F420-3,,33,45
C03599,"CDP-3,6-dideoxy-D-mannose",,33,45
C01917,Gentamicin A,,33,45
C05837,Glucobrassicin,,33,45
C08532,Lycorine,,33,45
C22250,5-N-Acetyl-7-N-(D-alanyl)-legionaminic acid,,33,45
C02376,5-Methylcytosine,,33,45
C06432,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanine,,33,45
C04804,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimeloyl-D-alanine",,33,45
C01134,Pantetheine 4'-phosphate,,33,45
C05281,5-Methylbarbiturate,,33,45
C06017,dTDP-D-glucuronate,,34,46
C11907,dTDP-4-oxo-6-deoxy-D-glucose,,34,46
Z00037,Pantetheine,,34,46
C04695,5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside,,34,46
C03034,dTDP-D-galacturonate,,34,46
C00882,Dephospho-CoA,,34,46
C00831,Pantetheine,,34,46
C04488,"5-Methyl-5,6,7,8-tetrahydromethanopterin",,34,46
C21029,(R)-3-Ureidoisobutyrate,,34,46
C04611,Indol-3-ylacetyl-myo-inositol L-arabinoside,,34,46
Z00038,Phosphopantetheine,,34,46
C02170,Methylmalonate,,34,46
C22251,CMP-5-N-acetyl-7-N-(D-alanyl)-legionaminic acid,,34,46
C00688,dTDP-4-dehydro-beta-L-rhamnose,,35,47
C06620,"dTDP-3,4-dioxo-2,6-dideoxy-D-glucose",,35,47
C22264,(L-Arginyl)adenylate,,35,47
C11908,"3,6-Dideoxy-3-oxo-dTDP-D-glucose",,35,47
C21351,dTDP-4-oxo-alpha-D-xylose,,35,47
C19960,dTDP-3-dehydro-6-deoxy-alpha-D-galactopyranose,,35,47
C11930,"dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose",,35,47
C04346,"dTDP-4-amino-4,6-dideoxy-D-galactose",,35,47
C07277,dTDP-D-fucose,,35,47
C11926,dTDP-4-oxo-6-deoxy-D-allose,,35,47
C00010,CoA,,35,47
C19771,2'-(5-Triphosphoribosyl)-3'-dephospho-CoA,,35,47
C06002,(S)-Methylmalonate semialdehyde,,35,47
C20884,"(3,4-Dihydroxybenzoyl)adenylate",,35,47
C05556,delta-(L-2-Aminoadipyl)-L-cysteinyl-D-valine,,35,47
C01205,(R)-3-Amino-2-methylpropanoate,,35,47
C04171,"(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate",,35,47
C01678,Cysteamine,,35,47
C04268,"dTDP-4-amino-4,6-dideoxy-D-glucose",,35,47
C03319,dTDP-L-rhamnose,,35,47
C19685,Sulfoacetyl-CoA,,36,48
C00313,Oxalyl-CoA,,36,48
C18125,1-Acyl-sn-glycero-3-phosphoserine,,36,48
C11909,"dTDP-3-oxo-4,6-dideoxy-D-glucose",,36,48
C20682,dTDP-alpha-D-fucofuranose,,36,48
C11918,Maltol,,36,48
C06001,(S)-3-Hydroxyisobutyrate,,36,48
C12092,N-Methylanthraniloyl-CoA,,36,48
C02247,Anthraniloyl-CoA,,36,48
C00040,Acyl-CoA,,36,48
C01213,(R)-Methylmalonyl-CoA,,36,48
C02015,CoA-disulfide,,36,48
Z00051,CoA,,36,48
C11928,"dTDP-4-oxo-2,6-dideoxy-D-allose",,36,48
C12318,"dTDP-3-amino-2,3,6-trideoxy-4-keto-D-glucose",,36,48
C11925,"dTDP-3-amino-3,6-dideoxy-D-glucose",,36,48
C00024,Acetyl-CoA,,36,48
C19947,"dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose",,36,48
C11912,dTDP-6-deoxy-D-allose,,36,48
C05338,4-Hydroxyphenylacetyl-CoA,,36,48
C00100,Propanoyl-CoA,,36,48
C05668,3-Hydroxypropionyl-CoA,,36,48
C05195,3-Hydroxybenzoyl-CoA,,36,48
C00091,Succinyl-CoA,,36,48
C00349,2-Methyl-3-oxopropanoate,,36,48
C00196,"2,3-Dihydroxybenzoate",,36,48
C00630,2-Methylpropanoyl-CoA,,36,48
C02949,4-Hydroxybenzoyl-CoA,,36,48
C15489,S-2-(Indol-3-yl)acetyl-CoA,,36,48
C00406,Feruloyl-CoA,,36,48
C03442,dTDP-L-dihydrostreptose,,36,48
C00083,Malonyl-CoA,,36,48
C00531,Itaconyl-CoA,,36,48
C21030,(R)-Methylmalonate semialdehyde,,36,48
C15980,(S)-2-Methylbutanoyl-CoA,,36,48
C21350,dTDP-3-O-methyl-beta-L-rhamnose,,36,48
C00582,Phenylacetyl-CoA,,36,48
Z00066,2'-(5-triphosphoribosyl)-3'-dephospho-CoA,,36,48
C21352,dTDP-4-oxo-2-deoxy-alpha-D-pentos-2-ene,,36,48
C04348,L-Malyl-CoA,,36,48
C00527,Glutaryl-CoA,,36,48
C00798,Formyl-CoA,,36,48
C03187,dTDP-6-deoxy-beta-L-talose,,36,48
C03160,2-Succinylbenzoyl-CoA,,36,48
C03284,L-3-Aminoisobutanoate,,36,48
Z00071,2'-(5-phosphoribosyl)-3'-dephospho-CoA,,36,48
C20447,2-Oxoglutaryl-CoA,,36,48
C00920,CoA-glutathione,,36,48
C00223,p-Coumaroyl-CoA,,36,48
C00605,"2,3-Dehydroacyl-CoA",,36,48
C11922,"dTDP-4-oxo-2,6-dideoxy-D-glucose",,36,48
C18126,1-Acyl-sn-glycero-3-phosphoglycerol,,36,48
C07305,Products of ATP breakdown,,36,48
C06028,2-Methylfumaryl-CoA,,36,48
C00566,(3S)-Citryl-CoA,,36,48
C00323,Caffeoyl-CoA,,36,48
C11460,dTDP-4-oxo-5-C-methyl-L-rhamnose,,36,48
C20394,2-Hydroxybenzoyl-CoA,,36,48
C11062,4-Hydroxybutyryl-CoA,,36,48
C06625,Malonamoyl-CoA,,37,49
C18799,5-Methyl-H4SPT,,37,49
C12088,4-Hydroxycinnamoylmethane,,37,49
C20803,5-Methyl-1-naphthoate,,37,49
C12324,"3,5-Dihydroxyphenylacetyl-CoA",,37,49
C18326,p-Coumaroylputrescine,,37,49
C02572,5-O-Feruloylquinic acid,,37,49
C20415,"dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose",,37,49
C02411,Glutaconyl-1-CoA,,37,49
C02947,4-Coumaroylshikimate,,37,49
C17740,p-Coumaroyl-diketide-CoA,,37,49
C06018,"dTDP-4-acetamido-4,6-dideoxy-D-glucose",,37,49
C05596,p-Hydroxyphenylacetylglycine,,37,49
C21913,Dihydro-4-coumaroyl-CoA,,37,49
C02557,Methylmalonyl-CoA,,37,49
C17263,2-Alkylmalic acid,,37,49
C04148,Phenylacetylglutamine,,37,49
C03135,N-Acetyl-D-amino acid,,37,49
C03296,N2-Succinyl-L-arginine,,37,49
C02183,Phloroglucinol,,37,49
C18032,"dTDP-4-oxo-2,3,6-trideoxy-D-glucose",,37,49
C04767,O-(1->4)-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate,,37,49
C21608,2-O-(6-O-Acyl-alpha-D-mannosyl)-6-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol,,37,49
C00090,Catechol,,37,49
C12319,"dTDP-3-amino-2,3,6-trideoxy-C-methyl-D-erythro-hexopyranos-4-ulose",,37,49
C00683,(S)-Methylmalonyl-CoA,,37,49
C21137,"dTDP-3-amino-4-oxo-2,3,6-trideoxy-L-allose",,37,49
C02717,N-Feruloyltyramine,,37,49
C07447,Acetylhydrazine,,37,49
C20156,"dTDP-3-acetamido-3,6-dideoxy-alpha-D-galactopyranose",,37,49
C18069,"N1,N5,N10-Tricoumaroyl spermidine",,37,49
C01011,(3S)-Citramalyl-CoA,,37,49
C22252,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-idose",,37,49
C03344,2-Methylacetoacetyl-CoA,,37,49
C12093,"1,3-Dihydroxy-N-methylacridone",,37,49
C06000,(S)-3-Hydroxyisobutyryl-CoA,,37,49
C01188,3-Hydroxy-2-methylpropanoate,,37,49
C18325,Feruloylagmatine,,37,49
C19948,"dTDP-3-dimethylamino-3,6-dideoxy-alpha-D-galactopyranose",,37,49
C17210,2-(2'-Methylthio)ethylmalic acid,,37,49
C19971,"UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose",,37,49
C20672,"GDP-4-acetamido-4,6-dideoxy-alpha-D-mannose",,37,49
C02997,N-Acetyl-L-histidine,,37,49
C21914,Dihydroferuloyl-CoA,,37,49
C03537,S-Acetylthioethanolamine,,37,49
C00852,Chlorogenate,,37,49
C16405,Homoeriodictyol chalcone,,37,49
C20462,"5,7-Dihydroxy-2-methyl-4H-chromen-4-one",,37,49
C03237,5-Hydroxypentanoyl-CoA,,37,49
C15547,"1,4-Dihydroxy-2-naphthoyl-CoA",,37,49
C12208,p-Coumaroyl quinic acid,,37,49
C18035,"dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose",,37,49
C22087,"(2E,5S,6E,8E,10E)-5-Hydroxydodeca-2,6,8,10-tetraenal",,37,49
C06355,"2,3',4,6-Tetrahydroxybenzophenone",,37,49
C21609,2-O-(6-O-Acyl-alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol,,37,49
C21169,"N1,N8-Bis(4-coumaroyl)spermidine",,37,49
C07565,Acetanilide,,37,49
C20653,2-Benzylmalic acid,,37,49
C02927,2-Caffeoylisocitrate,,37,49
C16579,trans-Homoaconitate,,37,49
C08650,Isoliquiritigenin,,37,49
C02876,Propanoyl phosphate,,37,49
C00332,Acetoacetyl-CoA,,37,49
C05821,Enterochelin,,37,49
C17743,Bisdemethoxycurcumin,,37,49
C00479,Propanal,,37,49
C20856,2-Hydroxy-5-methyl-1-naphthoate,,37,49
C00430,5-Aminolevulinate,,37,49
C10497,Feruloylputrescine,,37,49
C21353,dTDP-4-oxo-2-deoxy-beta-L-xylose,,37,49
C03345,2-Methylbut-2-enoyl-CoA,,37,49
C00894,Propenoyl-CoA,,37,49
C05598,Phenylacetylglycine,,37,49
C00658,"trans-2,3-Dehydroacyl-CoA",,37,49
C03519,N-Acetyl-L-phenylalanine,,37,49
C19725,"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate",,37,49
C20746,(3R)-Citramalyl-CoA,,37,49
C20677,N-(4-Coumaroyl)-L-homoserine lactone,,37,49
C21175,Dihydrocaffeoyl-CoA,,37,49
C06986,Spirodilactone,,37,49
C05620,N-Acetyl-D-phenylalanine,,37,49
C06717,Mycothiol,,37,49
C03058,2-Hydroxyglutaryl-CoA,,37,49
C04016,N-Acetyl-7-O-acetylneuraminate,,37,49
C20357,"UDP-N,N'-diacetylbacillosamine",,37,49
C21604,(3S)-6-Acetamido-3-aminohexanoate,,37,49
C06027,L-erythro-3-Methylmalyl-CoA,,37,49
C03002,N-Caffeoylputrescine,,37,49
C12366,Tetracenomycin F2,,37,49
C21651,(R)-2-Alkyl-3-oxoalkanoate,,37,49
C04209,3-(Carboxycarbonylamino)-L-alanine,,37,49
C06715,3-Oxopimeloyl-CoA,,37,49
C05223,Dodecanoyl-[acyl-carrier protein],,37,49
C11910,"dTDP-3-amino-3,4,6-trideoxy-D-glucose",,37,49
C21073,"dTDP-3-N,N-dimethylamino-2,3,6-trideoxy-4-keto-D-glucose",,37,49
C02331,Vinylacetyl-CoA,,37,49
C01122,"cis-2,3-Dehydroacyl-CoA",,37,49
C11933,dTDP-D-mycaminose,,37,49
C22205,(R)-3-(4-Hydroxyphenyl)lactoyl-CoA,,37,49
C05135,4-(beta-Acetylaminoethyl)imidazole,,37,49
C20225,Coniferyl acetate,,37,49
C21873,2-Methylquinolin-4-ol,,37,49
C00512,Benzoyl-CoA,,37,49
C18323,3-Methylfumaryl-CoA,,37,49
C12203,5-Hydroxyferuloyl-CoA,,37,49
C05595,4-Hydroxyphenylacetylglutamic acid,,37,49
C21403,2-Acetamidoethylphosphonate,,37,49
C02504,alpha-Isopropylmalate,,37,49
C17741,Feruloyl-diketide-CoA,,37,49
C02232,3-Oxoadipyl-CoA,,37,49
C04015,N-Acetyl-4-O-acetylneuraminate,,37,49
C04033,"1,3,6,8-Naphthalenetetrol",,37,49
C03657,"1,4-Dihydroxy-2-naphthoate",,37,49
C02130,Acetyl-maltose,,37,49
C22257,"dTDP-3-acetamido-3,6-dideoxy-alpha-D-glucose",,37,49
C16583,(R)-(Homo)2-citrate,,37,49
C03156,O-Feruloylgalactarate,,37,49
C00163,Propanoate,,37,49
C05989,3-Oxopropionyl-CoA,,37,49
C20747,(R)-Malyl-CoA,,37,49
C21452,2-Aminobenzoylacetyl-CoA,,37,49
C00904,Citramalyl-CoA,,37,49
C11927,"dTDP-4-oxo-2,6-dideoxy-L-mannose",,37,49
C00877,Crotonoyl-CoA,,37,49
C04017,N-Acetyl-9-O-acetylneuraminate,,37,49
C00827,Lactoyl-CoA,,37,49
C01857,Thioacetate,,37,49
C03147,N-Malonylanthranilate,,37,49
C15525,Eriodictyol chalcone,,37,49
C03341,2-Amino-4-oxopentanoic acid,,37,49
C05608,4-Hydroxycinnamyl aldehyde,,37,49
C17366,"(2S,5S)-trans-Carboxymethylproline",,37,49
C02488,(R)-2-Ethylmalate,,37,49
C03724,S-(5-Hydroxy-2-furoyl)-CoA,,37,49
C07351,Phlorisobutyrophenone,,37,49
C03582,Resveratrol,,37,49
C22237,Glycerophosphoserine,,37,49
C12481,dTDP-5-dimethyl-L-lyxose,,37,49
C21613,(R)-2-(Phosphonomethyl)malate,,37,49
C03460,2-Methylprop-2-enoyl-CoA,,37,49
C05996,Branched chain fatty acid,,37,49
C00264,3-Oxoacyl-CoA,,37,49
C04498,p-Coumaroylagmatine,,37,49
C07303,4-Hydroxy-3-methoxyphenyl-beta-hydroxypropanoyl-CoA,,37,49
C03062,2-O-Caffeoylglucarate,,38,50
C19972,"2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose",,38,50
C17264,3-Alkylmalic acid,,38,50
C02800,"4,5-Dioxopentanoate",,38,50
C05116,3-Hydroxybutanoyl-CoA,,38,50
C04411,"(2R,3S)-3-Isopropylmalate",,38,50
C03712,"N2,N5-Dibenzoyl-L-ornithine",,38,50
C05758,trans-Dodec-2-enoyl-[acp],,38,50
C00815,Citramalate,,38,50
C05631,Eriodictyol,,38,50
C17742,Demethoxycurcumin,,38,50
C06719,Dihydrophloroglucinol,,38,50
C04405,"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA",,38,50
C10453,Eugenol,,38,50
C11920,dTDP-L-olivose,,38,50
C00846,3-Oxoadipate,,38,50
C11502,Mycothione,,38,50
C00136,Butanoyl-CoA,,38,50
C11915,"dTDP-3-methyl-4-oxo-2,6-dideoxy-L-allose",,38,50
C10722,Melicopicine,,38,50
C03561,(R)-3-Hydroxybutanoyl-CoA,,38,50
C06762,4-Hydroxy-2-oxohexanoic acid,,38,50
C12320,dTDP-L-4-oxovancosamine,,38,50
C21074,"dTDP-3-N,N-dimethylamino-4-oxo-2,3,6-trideoxy-L-allose",,38,50
C14145,(3S)-3-Hydroxyadipyl-CoA,,38,50
C03741,(S)-4-Amino-5-oxopentanoate,,38,50
C10443,Curcumin,,38,50
C20581,cis-(Homo)2-aconitate,,38,50
C02631,2-Isopropylmaleate,,38,50
C19745,"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate",,38,50
C04512,"(2E,4E)-2,4-Dienoyl-CoA",,38,50
C00779,Scytalone,,38,50
C02214,(E)-Glutaconate,,38,50
C08511,Tenuazonic acid,,38,50
C17212,3-(2'-Methylthio)ethylmalic acid,,38,50
C03943,"(2R,4S)-2,4-Diaminopentanoate",,38,50
C01144,(S)-3-Hydroxybutanoyl-CoA,,38,50
C00411,Sinapoyl-CoA,,38,50
C22039,"2-Carboxy-1,4-naphthoquinone",,38,50
C11911,dTDP-D-desosamine,,38,50
C15531,2'-O-Methylisoliquiritigenin,,38,50
C05901,Piceatannol,,38,50
C00164,Acetoacetate,,38,50
C05979,Propane-1-ol,,38,50
C21645,"(2R,3S)-2-Alkyl-3-hydroxyalkanoate",,38,50
C16622,"N,N'-Diacetylhydrazine",,38,50
C09820,Benzoylsuccinyl-CoA,,38,50
C10469,Isoeugenol,,38,50
C17367,"(3S,5S)-Carbapenam-3-carboxylic acid",,38,50
C10287,Pterostilbene,,38,50
C00931,Porphobilinogen,,38,50
C05117,3-Aminobutanoyl-CoA,,38,50
C19750,"3,5-Dihydroxybiphenyl",,38,50
C16268,Cyclopropanecarboxyl-CoA,,38,50
C06718,S-Formylmycothiol,,38,50
C22180,Monoglucosyl-enterobactin,,38,50
C02646,4-Coumaryl alcohol,,38,50
C12204,5-Hydroxyconiferaldehyde,,38,50
C02335,beta-Alanyl-CoA,,38,50
C21354,"dTDP-4-amino-2,4-dideoxy-beta-L-xylose",,38,50
C02137,alpha-Oxo-benzeneacetic acid,,38,50
C07118,Benzoylacetyl-CoA,,38,50
C03141,N-Benzoylanthranilate,,38,50
C22091,"(2E,5S,6E,8E,10E)-1-Aminododeca-2,6,8,10-tetraen-5-ol",,38,50
C08578,Butein,,38,50
C06182,Pelletierine,,38,50
C12367,Tetracenomycin F1,,38,50
C20654,3-Benzylmalic acid,,38,50
C16408,"2',3,4,4',6'-Peptahydroxychalcone 4'-O-glucoside",,38,50
C06714,3-Hydroxypimeloyl-CoA,,38,50
C00640,(3S)-3-Hydroxyacyl-CoA,,38,50
C22253,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-gulose",,38,50
C05231,L-3-Aminobutyryl-CoA,,38,50
C11961,"6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1b'' aglycone",,38,50
C17941,2-Oxo-4-phosphonobutanoate,,38,50
C21071,"dTDP-3-O-methyl-4-oxo-2,6-dideoxy-L-mannose",,38,50
C02948,4-Hydroxyhexan-3-one,,38,50
C00356,(S)-3-Hydroxy-3-methylglutaryl-CoA,,38,50
C18235,S-(Hydroxymethyl)mycothiol,,38,50
C09762,Liquiritigenin,,38,50
C04170,13-(2-Methylcrotonoyl)oxylupanine,,38,50
C11989,"8,8a-Deoxyoleandolide",,38,50
C20424,"2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose",,38,50
C01502,o-Methoxyphenol,,38,50
C00180,Benzoate,,38,50
