,cid,formula,name,num_rgroup,electrons,reduction,water_amt,water_per_c
15297,C18778,C25H24O9,8-D-Olivosyl-landomycin; Landomycin I,0,246.0,2.12,41.0,1.64
15341,C18822,C55H74O22,Landomycin A,0,580.0,2.272727272727273,88.0,1.6
15342,C18823,C49H64O20,Landomycin B,0,518.0,2.2448979591836733,78.0,1.5918367346938775
15343,C18824,C43H54O17,Landomycin J,0,448.0,2.2325581395348837,69.0,1.6046511627906976
15344,C18825,C12H18O7,Dikegulac; Diprogulic acid,0,146.0,2.1666666666666665,17.0,1.4166666666666667
15354,C18835,C16H14O5,(R)-DNPA,0,150.0,2.125,27.0,1.6875
15355,C18836,C16H16O6,Griseophenone C,0,160.0,2.125,26.0,1.625
15358,C18839,C53H72O24,Prechromomycin B,0,582.0,2.2264150943396226,82.0,1.5471698113207548
15359,C18840,C17H14O5,R1128A,0,156.0,2.1176470588235294,29.0,1.7058823529411764
15360,C18841,C18H16O5,R1128B,0,164.0,2.1666666666666665,31.0,1.7222222222222223
15361,C18842,C19H18O5,R1128C,0,172.0,2.210526315789474,33.0,1.736842105263158
15362,C18843,C19H18O5,R1128D,0,172.0,2.210526315789474,33.0,1.736842105263158
15367,C18848,C20H30O5,Chalcolactone,0,190.0,2.5,35.0,1.75
15375,C18856,C14H10O3,Flurecol,0,118.0,2.142857142857143,25.0,1.7857142857142858
15381,C18862,C17H30O2,Hydroprene,0,148.0,2.764705882352941,32.0,1.8823529411764706
15399,C18880,C19H30O5,Piperonyl butoxide,0,184.0,2.526315789473684,33.0,1.736842105263158
15561,C19042,C18H28O2,Kinoprene,0,152.0,2.6666666666666665,34.0,1.8888888888888888
15598,C19079,C10H16O3,(4R)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone; (4R)-7-Hydroxy-4-isopropenyl-7-methyloxepan-2-one,0,100.0,2.5,17.0,1.7
15600,C19081,C10H16O,"(4S)-Limonene-1,2-epoxide",0,84.0,2.7,19.0,1.9
15601,C19082,C10H18O2,"(1R,2R,4S)-Limonene-1,2-diol; (1R,2R,4S)-Menth-8-ene-1,2-diol",0,94.0,2.7,18.0,1.8
15602,C19083,C10H16O2,"(1R,4S)-1-Hydroxy-2-oxolimonene",0,92.0,2.6,18.0,1.8
15603,C19084,C10H16O3,(4S)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone; (4S)-7-Hydroxy-4-isopropenyl-7-methyloxepan-2-one,0,100.0,2.5,17.0,1.7
15643,C19124,C16H16O2,"Methoxyphenone; 4-Methoxy-3,3'-dimethylbenzophenone",0,128.0,2.375,30.0,1.875
15644,C19125,C12H6O3,"Naphthalic anhydride; 1,8-Naphthalic anhydride",0,102.0,2.0,21.0,1.75
15660,C19141,C14H14O3,Pindone,0,122.0,2.2857142857142856,25.0,1.7857142857142858
15661,C19142,C12H18O4,Butopyronoxyl,0,122.0,2.4166666666666665,20.0,1.6666666666666667
15662,C19143,C12H22O4,Dibutyl succinate,0,126.0,2.5833333333333335,20.0,1.6666666666666667
15664,C19145,C20H26O6,"Propyl isome; 1,2,3,4-Tetrahydro-3-methyl-6,7-methylenebisoxynaphthalene-1,2-dicarboxylic acid dipropyl",0,194.0,2.35,34.0,1.7
15665,C19146,C15H22O6,Sesamex,0,160.0,2.3333333333333335,24.0,1.6
15709,C19190,C56H106O13,"Trehalose-6,6'-dibehenate",0,546.0,2.7142857142857144,99.0,1.7678571428571428
15720,C19201,C4H6O2,beta-Butyrolactone,0,46.0,2.25,6.0,1.5
15747,C19228,C12H14O4,Diglycidyl resorcinol ether,0,118.0,2.25,20.0,1.6666666666666667
15748,C19229,C10H12O2,"Dihydrosafrole; 1,2-(Methylenedioxy)-4-propylbenzene",0,88.0,2.4,18.0,1.8
15756,C19237,C4H8O,"1,2-Epoxybutane; 1-Butene oxide",0,40.0,2.75,7.0,1.75
15757,C19238,C5H8O2,Ethyl acrylate,0,54.0,2.4,8.0,1.6
15765,C19246,C3H4O2,Glycidaldehyde; 2-Oxiranecarboxaldehyde,0,38.0,2.0,4.0,1.3333333333333333
15768,C19249,C6H8O,"2,4-Hexadienal; (E,E)-2,4-Hexadienal",0,52.0,2.5,11.0,1.8333333333333333
15782,C19263,C6H12O,Methyl isobutyl ketone,0,56.0,2.8333333333333335,11.0,1.8333333333333333
15810,C19291,C9H10O2,Phenyl glycidyl ether,0,80.0,2.3333333333333335,16.0,1.7777777777777777
15816,C19297,C3H4O2,Propiolactone; beta-Propiolactone,0,38.0,2.0,4.0,1.3333333333333333
15828,C19309,C4H6O2,Vinyl acetate,0,46.0,2.25,6.0,1.5
15830,C19311,C8H12O2,4-Vinylcyclohexene diepoxide,0,76.0,2.5,14.0,1.75
15837,C19318,C8H14O2,Allyl isovalerate,0,78.0,2.625,14.0,1.75
15865,C19346,C14H10O4,Benzoyl peroxide,0,126.0,2.0714285714285716,24.0,1.7142857142857142
15870,C19351,C10H14O3,"Bis(2,3-epoxycyclopentyl)ether",0,98.0,2.4,17.0,1.7
15874,C19355,C6H14O2,2-Butoxyethanol,0,66.0,2.8333333333333335,10.0,1.6666666666666667
15875,C19356,C7H16O2,"1-tert-Butoxy-2-propanol; 1-(1,1-Dimethylethoxy)-2-propanol; Propylene glycol mono-t-buthyl ether",0,74.0,2.857142857142857,12.0,1.7142857142857142
15876,C19357,C14H10O5,3-Carbethoxypsoralen,0,134.0,2.0,23.0,1.6428571428571428
15896,C19377,C4H6O,Crotonaldehyde; 2-Butenal,0,38.0,2.5,7.0,1.75
15921,C19402,C8H14O4,Dimethoxane,0,94.0,2.375,12.0,1.5
15923,C19404,C13H10O3,"4,4'-Dimethylangelicin",0,112.0,2.1538461538461537,23.0,1.7692307692307692
15924,C19405,C13H10O3,"4,5'-Dimethylangelicin",0,112.0,2.1538461538461537,23.0,1.7692307692307692
15936,C19417,C16H24O4,"3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate",0,152.0,2.5,28.0,1.75
15937,C19418,C18H34O3,"cis-9,10-Epoxystearic acid",0,166.0,2.7777777777777777,33.0,1.8333333333333333
15939,C19420,C11H20O2,2-Ethylhexyl acrylate,0,102.0,2.727272727272727,20.0,1.8181818181818181
15945,C19426,C21H38O3,Glycidyl oleate,0,188.0,2.761904761904762,39.0,1.8571428571428572
15946,C19427,C21H40O3,Glycidyl stearate,0,190.0,2.8095238095238093,39.0,1.8571428571428572
15957,C19438,C24H46O4,Lauroyl peroxide; Dilauroyl peroxide,0,222.0,2.7916666666666665,44.0,1.8333333333333333
15959,C19440,C3H4O2,Malonaldehyde; Malondialdehyde,0,38.0,2.0,4.0,1.3333333333333333
15962,C19443,C4H6O2,Methyl acrylate,0,46.0,2.25,6.0,1.5
15963,C19444,C12H8O3,5-Methylangelicin,0,104.0,2.0833333333333335,21.0,1.75
16008,C19489,C20H16O,"1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene",0,144.0,2.35,39.0,1.95
16009,C19490,C20H18O2,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene; trans-DMBA-3,4-dihydrodiol",0,154.0,2.35,38.0,1.9
16014,C19495,C8H10O4,"Penicillic acid; 3-Methoxy-5-methyl-4-oxo-2,5-hexadienoic acid",0,90.0,2.125,12.0,1.5
16034,C19515,C20H30O8,Ptaquiloside; Braxin C,0,214.0,2.35,32.0,1.6
16043,C19524,C4H4O3,"Succinic anhydride; Dihydro-2,5-furandione",0,52.0,1.75,5.0,1.25
16056,C19537,C12H22O6,Triethylene glycol diglycidyl ether; Etoglucid,0,142.0,2.4166666666666665,18.0,1.5
16057,C19538,C14H12O3,"4,4',6-Trimethylangelicin",0,120.0,2.2142857142857144,25.0,1.7857142857142858
16064,C19545,C24H12O2,"Vat Yellow 4; C.I. Vat Yellow 4; Dibenzo[b,def]chrysene-7,14-dione",0,172.0,2.1666666666666665,46.0,1.9166666666666667
16078,C19559,C20H18O3,"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol",0,162.0,2.3,37.0,1.85
16080,C19561,C20H16O,7-Hydroxymethyl-12-methylbenz[a]anthracene; 12-Methylbenz[a]anthracene-7-methanol,0,144.0,2.35,39.0,1.95
16102,C19583,C17H22O8,Fusarenone X; Fusarenon-X,0,188.0,2.176470588235294,26.0,1.5294117647058822
16103,C19584,C17H14O6,Aflatoxicol; AFL,0,164.0,2.0588235294117645,28.0,1.6470588235294117
16104,C19585,C17H12O7,Aflatoxin Q1,0,170.0,1.9411764705882353,27.0,1.588235294117647
16105,C19586,C17H12O7,"Aflatoxin B1-exo-8,9-epoxide; 2,3-Epoxyaflatoxin B1",0,170.0,1.9411764705882353,27.0,1.588235294117647
16106,C19587,C16H10O6,Aflatoxin P1; AFP1,0,154.0,1.9375,26.0,1.625
16107,C19588,C17H14O8,"Aflatoxin B1 diol; Aflatoxin B1-2,3-dihydrodiol",0,180.0,1.9411764705882353,26.0,1.5294117647058822
16108,C19589,C17H14O8,Aflatoxin B1 dialdehyde,0,180.0,1.9411764705882353,26.0,1.5294117647058822
16109,C19590,C17H18O8,"6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione",0,184.0,2.0588235294117645,26.0,1.5294117647058822
16110,C19591,C17H16O8,"1,2,3,4-Tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal",0,182.0,2.0,26.0,1.5294117647058822
16111,C19592,C17H16O8,"alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde",0,182.0,2.0,26.0,1.5294117647058822
16112,C19594,C17H12O8,"Aflatoxin-M1-8,9-epoxide",0,178.0,1.8823529411764706,26.0,1.5294117647058822
16113,C19595,C17H12O7,"Aflatoxin B1-endo-8,9-epoxide",0,170.0,1.9411764705882353,27.0,1.588235294117647
16122,C19604,C20H16O,"7,12-Dimethylbenz[a]anthracene 5,6-oxide; DMBA-5,6-epoxide",0,144.0,2.35,39.0,1.95
16125,C19607,C20H18O2,"trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene; trans-DMBA-5,6-dihydrodiol",0,154.0,2.35,38.0,1.9
16130,C19612,C7H14O7,Coriose; D-altro-3-Heptulose,0,112.0,2.0,7.0,1.0
16131,C19613,C18H30O3,Juvenile hormone I,0,,2.6666666666666665,33.0,1.8333333333333333
16132,C19614,C16H30O3,16-Oxo-palmitate,0,150.0,2.75,29.0,1.8125
16133,C19615,C16H30O4,Hexadecanedioate,0,158.0,2.6875,28.0,1.75
16134,C19616,C18H34O3,18-Hydroxyoleate,0,166.0,2.7777777777777777,33.0,1.8333333333333333
16135,C19617,C18H32O3,18-Oxooleate,0,164.0,2.7222222222222223,33.0,1.8333333333333333
16136,C19618,C18H32O4,"Octadec-9-ene-1,18-dioic-acid",0,172.0,2.6666666666666665,32.0,1.7777777777777777
16138,C19620,C18H34O4,"9,10-Epoxy-18-hydroxystearate",0,174.0,2.7222222222222223,32.0,1.7777777777777777
16139,C19621,C18H36O5,"9,10,18-Trihydroxystearate",0,184.0,2.7222222222222223,31.0,1.7222222222222223
16140,C19622,C18H36O4,"9,10-Dihydroxystearate",0,176.0,2.7777777777777777,32.0,1.7777777777777777
16141,C19623,C22H44O3,22-Hydroxydocosanoate,0,200.0,2.8636363636363638,41.0,1.8636363636363635
16142,C19624,C22H42O3,22-Oxo-docosanoate,0,198.0,2.8181818181818183,41.0,1.8636363636363635
16143,C19625,C22H42O4,Docosanedioate,0,206.0,2.772727272727273,40.0,1.8181818181818181
16146,C19632,C12H22O11,Kojibiose; 2-O-alpha-D-Glucopyranosyl-D-glucose,0,182.0,2.0,13.0,1.0833333333333333
16147,C19633,C12H22O11,Maltulose; 4-O-alpha-D-Glucopyranosyl-D-fructose,0,182.0,2.0,13.0,1.0833333333333333
16148,C19634,C12H22O11,Melibiulose; 6-O-alpha-D-Galactopyranosyl-D-fructose,0,182.0,2.0,13.0,1.0833333333333333
16149,C19635,C12H22O10,Scillabiose; 6-Deoxy-4-O-beta-D-glucopyranosyl-L-mannose,0,174.0,2.0833333333333335,14.0,1.1666666666666667
16150,C19636,C12H22O11,Turanose; 3-O-alpha-D-Glucopyranosyl-D-fructose; D-Turanose,0,182.0,2.0,13.0,1.0833333333333333
16156,C19642,C24H40O2,5beta-Cholanic acid; Ursocholanic acid,0,200.0,2.75,46.0,1.9166666666666667
16157,C19643,C24H32O4,"Scillarenin; 3beta,14-Dihydroxy-14beta-bufa-4,20,22-trienolide",0,208.0,2.5,44.0,1.8333333333333333
16158,C19644,C29H52O,Stigmastanol; beta-Sitostanol,0,234.0,2.8620689655172415,57.0,1.9655172413793103
16161,C19648,C27H44O3,"Pseudotigogenin; (25R)-5alpha-Furost-20(22)-ene-3beta,26-diol",0,230.0,2.7037037037037037,51.0,1.8888888888888888
16162,C19649,C27H44O3,"Pseudosarsasapogenin; (25S)-5beta-Furost-20(22)-ene-3beta,26-diol",0,230.0,2.7037037037037037,51.0,1.8888888888888888
16163,C19650,C27H44O3,"Pseudosmilagenin; (25R)-5beta-Furost-20(22)-ene-3beta,26-diol",0,230.0,2.7037037037037037,51.0,1.8888888888888888
16164,C19651,C28H50O,Ergostanol; (24S)-5alpha-Ergostan-3beta-ol,0,226.0,2.857142857142857,55.0,1.9642857142857142
16165,C19652,C28H48O,alpha-Ergostenol; 5alpha-Ergosta-8(14)-ene-3beta-ol,0,224.0,2.8214285714285716,55.0,1.9642857142857142
16166,C19653,C28H44O,"Lumisterol; 9beta,10alpha-Ergosta-5,7,22-trien-3beta-ol",0,220.0,2.75,55.0,1.9642857142857142
16167,C19654,C29H50O,"gamma-Sitosterol; 22,23-Dihydroporiferasterol",0,232.0,2.8275862068965516,57.0,1.9655172413793103
16168,C19655,C30H50O,Gorgosterol; Gorgost-5-en-3beta-ol,0,238.0,2.8,59.0,1.9666666666666666
16169,C19656,C30H52O4,"Sarcoaldesterol A; (3beta,5alpha,6beta,11alpha)-Gorgostane-3,5,6,11-tetrol",0,264.0,2.7333333333333334,56.0,1.8666666666666667
16170,C19657,C30H50O,"Acanthasterol; (3beta,5alpha)-Gorgost-7-en-3-ol",0,238.0,2.8,59.0,1.9666666666666666
16171,C19658,C23H36O2,Cardanolide,0,190.0,2.6956521739130435,44.0,1.9130434782608696
16173,C19660,C24H38O2,Bufanolide,0,198.0,2.7083333333333335,46.0,1.9166666666666667
16175,C19662,C27H44O2,Spirostan,0,222.0,2.740740740740741,52.0,1.9259259259259258
16176,C19663,C27H46O,Furostan,0,216.0,2.814814814814815,53.0,1.962962962962963
16189,C19676,C15H24O,"Germacra-1(10),4,11(13)-trien-12-ol",0,122.0,2.7333333333333334,29.0,1.9333333333333333
16190,C19677,C15H22O,"Germacra-1(10),4,11(13)-trien-12-al",0,120.0,2.6666666666666665,29.0,1.9333333333333333
16191,C19678,C15H22O2,"Germacrene A acid; Germacra-1(10),4,11(13)-trien-12-oate",0,128.0,2.6,28.0,1.8666666666666667
16192,C19679,C6H10O6,L-Sorbosone; 1-Dehydro-L-sorbose,0,94.0,1.8333333333333333,6.0,1.0
16220,C19707,C14H14O4,(+)-Columbianetin; (S)-Columbianetin,0,130.0,2.2142857142857144,24.0,1.7142857142857142
16224,C19711,C15H24O,Solavetivol,0,122.0,2.7333333333333334,29.0,1.9333333333333333
16238,C19726,C21H30O3,"15beta-Hydroxyprogesterone; 15beta-Hydroxypregn-4-ene-3,20-dione",0,180.0,2.5714285714285716,39.0,1.8571428571428572
16239,C19727,C16H10O6,"5-Hydroxypseudobaptigenin; 5,7-Dihydroxy-3',4'-methylenedioxyisoflavone",0,154.0,1.9375,26.0,1.625
16240,C19728,C30H40O,all-trans-8'-Apo-beta-carotenal; 8'-Apo-beta-carotenal,0,228.0,2.6333333333333333,59.0,1.9666666666666666
16241,C19729,C10H12O2,"(2E,4E,6E)-2,6-Dimethylocta-2,4,6-trienedial",0,88.0,2.4,18.0,1.8
16242,C19730,C20H24O2,Crocetin dialdehyde,0,160.0,2.5,38.0,1.9
16243,C19731,C10H16O2,(3S)-3-Hydroxycyclocitral,0,92.0,2.6,18.0,1.8
16244,C19732,C30H50O2,"24-Hydroxy-beta-amyrin; Olean-12-ene-3beta,24-diol",0,246.0,2.7666666666666666,58.0,1.9333333333333333
16245,C19733,C30H50O2,"Sophoradiol; Olean-12-ene-3beta,22beta-diol",0,246.0,2.7666666666666666,58.0,1.9333333333333333
16251,C19739,C16H12O7,3'-O-Methyltricetin; Selagin; Tricetin 3'-methyl ether,0,164.0,1.9375,25.0,1.5625
16255,C19743,C15H26O,Drimenol,0,124.0,2.8,29.0,1.9333333333333333
16256,C19744,C15H26O,(+)-Epicubenol,0,124.0,2.8,29.0,1.9333333333333333
16258,C19746,C15H26O,"(3R,6E)-Nerolidol",0,124.0,2.8,29.0,1.9333333333333333
16262,C19750,C12H10O2,"3,5-Dihydroxybiphenyl; 3,5-Biphenyldiol; 5-Phenylresorcinol",0,98.0,2.25,22.0,1.8333333333333333
16267,C19755,C15H26O,Patchoulol,0,124.0,2.8,29.0,1.9333333333333333
16268,C19756,C15H26O,Presilphiperfolan-8beta-ol,0,124.0,2.8,29.0,1.9333333333333333
16269,C19757,C8H14O2,(Z)-3-Hexen-1-ol acetate; (3Z)-Hex-3-en-1-yl acetate; cis-3-Hexenyl acetate,0,78.0,2.625,14.0,1.75
16270,C19758,C12H22O10,beta-D-Galactosyl-(1->4)-L-rhamnose,0,174.0,2.0833333333333335,14.0,1.1666666666666667
16274,C19762,C27H29O17,Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside,0,326.0,1.9074074074074074,37.0,1.3703703703703705
16275,C19763,C36H58O9,Soyasapogenol B 3-O-D-glucuronide; Soyasapogenol B 3-O-beta-D-glucuronide,0,346.0,2.5555555555555554,63.0,1.75
16285,C19773,C12H22O11,3-O-alpha-D-Mannopyranosyl-alpha-D-mannopyranose,0,182.0,2.0,13.0,1.0833333333333333
16304,C19792,C9H16O9,2-O-(alpha-D-Glucopyranosyl)-D-glycerate; (R)-2-(alpha-D-Glucopyranosyloxy)-3-hydroxypropanoate,0,142.0,1.8888888888888888,9.0,1.0
16307,C19795,C40H58O,"1-Hydroxy-1,2-dihydrolycopene; Rhodopin; 1-Hydroxylycopene",0,306.0,2.7,79.0,1.975
16308,C19796,C27H30O16,Quercetin 3-O-rhamnoside 7-O-glucoside,0,,1.962962962962963,38.0,1.4074074074074074
16310,C19798,C30H36O2,"4,4'-Diapolycopenedial",0,232.0,2.533333333333333,58.0,1.9333333333333333
16312,C19800,C13H12O2,(3-Phenoxyphenyl)methanol; 3-Phenoxybenzenemethanol,0,106.0,2.3076923076923075,24.0,1.8461538461538463
16313,C19801,C30H50O,Isomultiflorenol,0,238.0,2.8,59.0,1.9666666666666666
16318,C19806,C6H8O6,"Propane-1,2,3-tricarboxylate; Tricarballylate",0,92.0,1.6666666666666667,6.0,1.0
16319,C19807,C18H16O7,"3',4',5'-O-Trimethyltricetin; 5,7-Dihydroxy-3',4',5'-trimethoxyflavone",0,180.0,2.0555555555555554,29.0,1.6111111111111112
16320,C19808,C14H18O8,Glucovanillin,0,166.0,2.0714285714285716,20.0,1.4285714285714286
16329,C19817,C20H34O,Phyllocladan-16alpha-ol,0,162.0,2.8,39.0,1.95
16331,C19819,C30H50O,Cucurbitadienol,0,238.0,2.8,59.0,1.9666666666666666
16332,C19820,C30H50O,"Protostadienol; (17Z)-Protosta-17(20),24-dien-3beta-ol",0,238.0,2.8,59.0,1.9666666666666666
16333,C19821,C6H8O4,2-Hydroxy-2-(hydroxymethyl)-2H-pyran-3(6H)-one; Microthecin,0,76.0,2.0,8.0,1.3333333333333333
16334,C19822,C6H8O4,"1,5-Anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose; Ascopyrone M",0,76.0,2.0,8.0,1.3333333333333333
16338,C19826,C6H8O4,"1,5-Anhydro-4-deoxy-D-glycero-hex-1-en-3-ulose; Ascopyrone P; 5-Hydroxy-2-(hydroxymethyl)-2H-pyran-4(3H)-one",0,76.0,2.0,8.0,1.3333333333333333
16339,C19827,C18H30O3,"Colneleate; (8E)-9-[(1E,3Z)-Nona-1,3-dien-1-yloxy]non-8-enoate",0,162.0,2.6666666666666665,33.0,1.8333333333333333
16340,C19828,C30H52O2,"Arabidiol; (13R,14R,17E)-Malabarica-17,21-diene-3beta,14-diol",0,248.0,2.8,58.0,1.9333333333333333
16341,C19829,C30H52O2,"Dammarenediol II; (20S)-Dammar-24-ene-3beta,20-diol; Dammar-24-ene-3beta,20-diol",0,248.0,2.8,58.0,1.9333333333333333
16344,C19832,C30H50O,Thalianol,0,238.0,2.8,59.0,1.9666666666666666
16345,C19833,C30H50O,Germanicol; (3beta)-Olean-18-en-3-ol,0,238.0,2.8,59.0,1.9666666666666666
16347,C19835,C30H50O,Camelliol C,0,238.0,2.8,59.0,1.9666666666666666
16351,C19839,C30H40O,"4,4'-Diaponeurosporen-4-al",0,,2.6333333333333333,59.0,1.9666666666666666
16375,C19863,C30H52O2,"Lupan-3beta,20-diol; 3beta,20-Dihydroxylupane; Monogynol A",0,,2.8,58.0,1.9333333333333333
16377,C19865,C42H68O14,Soyasaponin III,0,,2.4761904761904763,70.0,1.6666666666666667
16379,C19867,C26H34O9,beta-D-Glucosyl crocetin,0,,2.3076923076923075,43.0,1.6538461538461537
16380,C19868,C32H44O14,Bis(beta-D-glucosyl) crocetin; Crocetin diglucosyl ester,0,,2.25,50.0,1.5625
16381,C19869,C32H44O14,beta-D-Gentiobiosyl crocetin,0,,2.25,50.0,1.5625
16384,C19873,C28H48O6,26-Hydroxycastasterone,0,,2.642857142857143,50.0,1.7857142857142858
16385,C19874,C28H48O7,26-Hydroxybrassinolide,0,,2.607142857142857,49.0,1.75
16402,C19891,C6H12O6,"1D-chiro-Inositol; 1,2,4/3,5,6-Cyclohexane-1,2,3,4,5,6-hexol",0,,2.0,6.0,1.0
16403,C19892,C35H46O,"4'-Apo-beta,psi-caroten-4'-al; beta-Apo-4'-carotenal",0,,2.6285714285714286,69.0,1.9714285714285715
16404,C19893,C15H26O,10-epi-gamma-Eudesmol; 10alpha-Eudesm-4-en-11-ol,0,,2.8,29.0,1.9333333333333333
16405,C19894,C40H60O2,"1,1'-Dihydroxy-1,1',2,2'-tetrahydrolycopene; 1,1'-Dihydroxylycopene",0,,2.7,78.0,1.95
16406,C19895,C16H14O3,4'-Methoxyflavanone,0,,2.25,29.0,1.8125
16407,C19896,C15H12O3,4'-Hydroxyflavanone,0,,2.2,27.0,1.8
16411,C19900,C27H40O4,12-epi-Scalaradial,0,,2.5925925925925926,50.0,1.8518518518518519
16412,C19901,C25H38O3,Luffariellolide,0,,2.64,47.0,1.88
16413,C19902,C29H48O7,Contignasterol,0,,2.586206896551724,51.0,1.7586206896551724
16414,C19903,C41H60O9,Lasonolide A,0,,2.5121951219512195,73.0,1.7804878048780488
16429,C19918,C30H50O,Parkeol; Lanost-9(11)-en-3beta-ol,0,,2.8,59.0,1.9666666666666666
16431,C19920,C40H54O2,Diatoxanthin; all-trans-Diatoxanthin,0,,2.625,78.0,1.95
16432,C19921,C40H54O3,Diadinoxanthin; Diadinoxanthin A,0,,2.6,77.0,1.925
16444,C19933,C18H24O4,Prosolanapyrone II,0,,2.4444444444444446,32.0,1.7777777777777777
16445,C19934,C18H22O4,"Prosolanapyrone III; 4-Methoxy-2-oxo-6-(1E,7E,9E)-undeca-1,7,9-trien-1-yl-2H-pyran-3-carboxaldehyde",0,,2.388888888888889,32.0,1.7777777777777777
16447,C19936,C18H30O4,"(9R,10E,12Z,15Z)-9-Hydroperoxyoctadeca-10,12,15-trienoate",0,,2.611111111111111,32.0,1.7777777777777777
16448,C19937,C18H32O4,"(8E,10R,12Z)-10-Hydroperoxy-8,12-octadecadienoate",0,,2.6666666666666665,32.0,1.7777777777777777
16449,C19938,C15H24O,Pentalen-13-ol,0,,2.7333333333333334,29.0,1.9333333333333333
16450,C19939,C15H22O,Pentalen-13-al,0,,2.6666666666666665,29.0,1.9333333333333333
16453,C19942,C30H50O2,11alpha-Hydroxy-beta-amyrin; 11alpha-Dihydroxyolean-12-ene,0,,2.7666666666666666,58.0,1.9333333333333333
16454,C19943,C30H48O2,11-Oxo-beta-amyrin; 3beta-Hydroxyolean-12-en-11-one,0,,2.7333333333333334,58.0,1.9333333333333333
16455,C19944,C19H24O3,"3-Hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione; Secophenol",0,,2.473684210526316,35.0,1.8421052631578947
16463,C19952,C22H32O8,HT-2 Toxin,0,,2.3636363636363638,36.0,1.6363636363636365
16467,C19956,C15H22O6,Neoilludin A,0,,2.3333333333333335,24.0,1.6
16473,C19962,C20H30O,13-cis-Retinol; Neovitamin A,0,,2.7,39.0,1.95
16474,C19963,C20H34O,Tuberculosinol,0,,2.8,39.0,1.95
16475,C19964,C20H34O,(13S)-Isotuberculosinol,0,,2.8,39.0,1.95
16476,C19965,C24H38O20,beta-D-4-Deoxy-delta4-GlcA-(1->4)-beta-D-Glc-(1->4)-alpha-L-Rha-(1->3)-beta-D-Glc,0,,1.9583333333333333,28.0,1.1666666666666667
16477,C19966,C18H32O15,beta-D-Glc-(1->4)-alpha-L-Rha-(1->3)-beta-D-Glc,0,,2.0555555555555554,21.0,1.1666666666666667
16485,C19974,C15H26O,(+)-Caryolan-1-ol,0,,2.8,29.0,1.9333333333333333
16489,C19978,C36H22O17,Sclerocitrin,0,,1.8333333333333333,55.0,1.5277777777777777
16490,C19979,C19H14O6,Ustalic acid,0,,2.0526315789473686,32.0,1.6842105263157894
16495,C19984,C32H48O9,Cerberin; 2'-Acetylneriifolin,0,,2.46875,55.0,1.71875
16497,C19986,C35H52O15,Convalloside,0,,2.3142857142857145,55.0,1.5714285714285714
16498,C19987,C32H48O9,Oleandrin,0,,2.46875,55.0,1.71875
16499,C19988,C23H32O6,Strophanthidin; Corchoside A aglycon,0,,2.4347826086956523,40.0,1.7391304347826086
16502,C19991,C33H44O9,Euphornin,0,,2.393939393939394,57.0,1.7272727272727273
16503,C19992,C24H36O8,"Rhodojaponin I; Grayanotoxane-5,6,10,14,16-pentol, 2,3-epoxy-, 6,14-diacetate, (2beta,3beta,6beta,14R)-",0,,2.4166666666666665,40.0,1.6666666666666667
16504,C19993,C17H24O2,"Virol A; (8E,10E,12S)-8,10-Heptadecadiene-4,6-diyne-1,12-diol",0,,2.588235294117647,32.0,1.8823529411764706
16505,C19994,C17H26O2,"Virol B; (8S,9Z)-9-Heptadecene-4,6-diyne-1,8-diol",0,,2.6470588235294117,32.0,1.8823529411764706
16511,C20000,C17H24O3,"Onchidal; [E,(+)]-2-[(E)-2-Acetoxyethenyl]-4-(2,2-dimethyl-6-methylenecyclohexyl)-2-butenal",0,,2.5294117647058822,31.0,1.8235294117647058
16512,C20001,C57H82O16,CTX 3C; Ciguatoxin CTX 3C; Ciguatoxin 3C,0,,2.43859649122807,98.0,1.719298245614035
16513,C20002,C60H84O16,Ciguatoxin 4A; CTX 4A; Scaritoxin,0,,2.433333333333333,104.0,1.7333333333333334
16514,C20003,C62H92O19,Caribbean ciguatoxin 1; C-CTX 1,0,,2.435483870967742,105.0,1.6935483870967742
16515,C20004,C43H64O11,Gambierol,0,,2.488372093023256,75.0,1.744186046511628
16518,C20007,C33H52O11,Caribenolide I,0,,2.4545454545454546,55.0,1.6666666666666667
